pastgame_GD,Fitted
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
-2.5,-2.3875087861290356
