form,GD
"(-4.501, -0.75]",-1.2356432467115817
"(-0.75, -0.25]",-0.34358623832308044
"(-0.25, 0.25]",0.11210361768646718
"(0.25, 0.75]",0.6106115107913669
"(0.75, 5.75]",1.5867323019221753
