season_clean,England Premier League,Germany 1. Bundesliga,Italy Serie A,Spain LIGA BBVA
2008-09,2.4789473684210526,2.9215686274509802,2.6,2.8973684210526316
2009-10,2.7710526315789474,2.8300653594771243,2.610526315789474,2.713157894736842
2010-11,2.7973684210526315,2.9215686274509802,2.513157894736842,2.7421052631578946
2011-12,2.805263157894737,2.8594771241830066,2.583798882681564,2.763157894736842
2012-13,2.7973684210526315,2.934640522875817,2.639473684210526,2.8710526315789475
2013-14,2.768421052631579,3.1601307189542482,2.723684210526316,2.75
2014-15,2.5657894736842106,2.7549019607843137,2.6860158311345645,2.655263157894737
2015-16,2.7,2.8300653594771243,2.5763157894736843,2.7447368421052634
